Serial No,Time(ms),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp(C),Diff_Accel_X,Diff_Accel_Y,Diff_Accel_Z,Diff_Gyro_X,Diff_Gyro_Y,Diff_Gyro_Z,Diff_Mag_Gyro,Diff_Mag_Accel,Magnitude_Accel,Magnitude_Gyro,Column 1,Column 2,ON/ OFF signal from Acclerometer,ON/OFF signal from Gyro,First Input,Final Output
917,5135,-0.23,10.09,1.66,0.26,-0.01,0.35,33.22,0.00505,0.00345,0.00275,0.00215,0.0002,0.0033,0.08129535,0.540475656,0.428225653,0.43611925,1,1,1,1,0,
918,5339,-0.27,9.86,1.53,-0.2,0,0.05,33.22,0.0002,0.00115,0.00065,0.0023,0.00005,0.0015,0.229963968,0.246572483,0.18165317,0.206155281,1,1,1,1,0,
919,5543,-0.06,9.78,1.87,0.14,-0.01,0.06,33.2,0.00105,0.0004,0.0017,0.0017,0.00005,0.00005,0.053511906,0.024299103,0.157354066,0.152643375,1,1,1,1,0,
920,5747,0.25,9.73,0.75,-0.02,-0.01,-0.35,33.21,0.00155,0.00025,0.0056,0.0008,0,0.00205,0.198070183,0.195289735,-0.037935669,0.350713558,1,1,1,1,0,
921,5951,-0.04,9.84,1.38,0.05,0,0.1,33.22,0.00145,0.00055,0.00315,0.00035,0.00005,0.00225,0.238910159,0.174313279,0.13637761,0.111803399,1,1,1,1,0,
922,6155,-0.06,9.88,0.81,-0.1,0,0.02,33.21,0.0001,0.0002,0.00285,0.00075,0,0.0004,0.009823009,0.023048199,0.11332941,0.10198039,1,1,1,1,0,
923,6359,0.09,9.8,0.55,-0.22,-0.01,-0.15,33.21,0.00075,0.0004,0.0013,0.0006,0.00005,0.00085,0.164477862,0.097495264,0.015834147,0.266458252,1,1,1,1,0,
924,6563,0.14,9.93,1.12,-0.13,0,0.04,33.21,0.00025,0.00065,0.00285,0.00045,0.00005,0.00095,0.130443547,0.178109019,0.193943166,0.136014705,1,1,1,1,0,
925,6767,0.06,9.78,1.37,-0.17,-0.01,-0.11,33.21,0.0004,0.00075,0.00125,0.0002,0.00005,0.00075,0.066716644,0.118271037,0.075672129,0.202731349,1,1,1,1,0,
926,6971,0.52,9.62,2.15,-1,-0.01,0.45,33.22,0.0023,0.0008,0.0039,0.00415,0,0.0028,0.893899856,0.004638748,0.071033381,1.096631205,1,1,1,1,0,
927,7175,-1.02,9.45,3.19,-0.43,0.03,0.13,33.21,0.0077,0.00085,0.0052,0.00285,0.0002,0.0016,0.646409038,0.154883036,0.225916417,0.450222167,1,1,1,1,0,
928,7379,-0.16,10.03,2.25,0.15,0,-0.1,33.22,0.0043,0.0029,0.0047,0.0029,0.00015,0.00115,0.269944604,0.254599134,0.480515551,0.180277564,1,1,1,1,0,
929,7583,0.23,9.75,2.52,-0.15,-0.01,0.15,33.23,0.00195,0.0014,0.00135,0.0015,0.00005,0.00125,0.032090042,0.207492172,0.273023379,0.212367606,1,1,1,1,0,
930,7787,0.41,9.69,2.35,-0.1,0,-0.04,33.23,0.0009,0.0003,0.00085,0.00025,0.00005,0.00095,0.10466431,0.093709776,0.179313604,0.107703296,1,1,1,1,0,
931,7991,0.53,9.67,2.43,-0.09,-0.01,0.02,33.23,0.0006,1E-04,0.0004,0.00005,0.00005,0.0003,0.014967111,0.005409728,0.184723331,0.092736185,1,0,1,1,0,
932,8195,0.5,9.68,2.35,-0.08,-0.01,0.01,33.23,0.00015,5E-05,0.0004,0.00005,0,0.00005,0.011495801,0.011012888,0.173710443,0.081240384,1,0,1,1,0,
933,8399,0.51,9.71,2.32,-0.1,0,-0.01,33.24,0.00005,0.00015,0.00015,0.0001,0.00005,0.0001,0.019258372,0.022618883,0.196329326,0.100498756,0,0,1,1,0,
934,8603,0.45,9.73,2.4,-0.1,0,0,33.23,0.0003,1E-04,0.0004,0,0,0.00005,0.000498756,0.035390367,0.231719693,0.1,1,0,1,1,0,
935,8807,0.56,9.71,2.4,-0.09,0,0,33.24,0.00055,1E-04,0,0.00005,0,0,0.01,0.013850658,0.217869035,0.09,1,0,1,1,0,
936,9011,0.58,9.7,2.37,-0.1,0,-0.01,33.23,1E-04,5E-05,0.00015,0.00005,0,0.00005,0.010498756,0.015704269,0.202164766,0.100498756,0,0,1,1,0,
937,9215,0.6,9.7,2.39,-0.1,-0.01,0.01,33.24,0.0001,0,0.0001,0,0.00005,0.0001,0.000496293,0.005936952,0.208101718,0.100995049,0,0,1,1,0,
938,9419,0.63,9.7,2.33,-0.08,0,-0.01,33.25,0.00015,0,0.0003,0.0001,0.00005,0.0001,0.020372472,0.012312605,0.195789113,0.080622577,0,0,1,1,0,
939,9623,0.62,9.7,2.34,-0.12,0,-0.01,33.24,0.00005,0,5E-05,0.0002,0,0,0.039793368,0.001710574,0.197499687,0.120415946,0,0,1,1,0,
940,9827,0.62,9.7,2.47,-0.1,0,0,33.24,0,0,0.00065,0.0001,0,0.00005,0.020415946,0.03122406,0.228723747,0.1,1,0,1,1,0,
941,10031,0.57,9.71,2.43,-0.11,0,-0.05,33.24,0.00025,5E-05,0.0002,0.00005,0,0.00025,0.02083046,0.003061674,0.225662073,0.12083046,0,0,1,1,0,
942,10235,0.53,9.7,2.42,-0.09,0,-0.04,33.25,0.0002,5E-05,5E-05,0.0001,0,0.00005,0.022341882,0.014303524,0.211358549,0.098488578,0,0,1,1,0,
943,10439,0.53,9.7,2.49,-0.09,-0.01,0.01,33.25,0,0,0.00035,0,0.00005,0.00025,0.007384242,0.017150812,0.228509361,0.091104336,1,0,1,1,0,
944,10643,0.57,9.71,2.44,-0.11,0,-0.01,33.25,0.0002,5E-05,0.00025,0.0001,0.00005,0.0001,0.019349274,0.000418815,0.228090546,0.11045361,0,0,1,1,0,
945,10847,0.56,9.71,2.44,-0.1,0,0,33.25,5E-05,0,0,0.00005,0,0.00005,0.01045361,0.000563433,0.227527113,0.1,0,0,1,1,0,
946,11051,0.59,9.69,2.44,-0.09,0,-0.01,33.25,0.00015,0.0001,0,0.00005,0,0.00005,0.009446149,0.017641999,0.209885114,0.090553851,0,0,1,1,0,
947,11255,0.57,9.71,2.44,-0.1,0,-0.01,33.24,0.0001,0.0001,0,0.00005,0,0,0.009944905,0.018205432,0.228090546,0.100498756,0,0,1,1,0,
948,11459,0.59,9.7,2.43,-0.1,0,-0.01,33.25,0.0001,5E-05,5E-05,0,0,0,0,0.010955227,0.217135319,0.100498756,0,0,1,1,0,
949,11663,0.58,9.7,2.44,-0.1,0,-0.01,33.25,0.00005,0,5E-05,0,0,0,0,0.001846665,0.218981984,0.100498756,0,0,1,1,0,
950,11867,0.62,9.69,2.44,-0.1,0,-0.01,33.24,0.0002,5E-05,0,0,0,0,0,0.007283827,0.211698158,0.100498756,0,0,1,1,0,
951,12071,0.6,9.71,2.44,-0.08,0,0,33.24,0.0001,0.0001,0,0.0001,0,0.00005,0.020498756,0.01814232,0.229840477,0.08,0,0,1,1,0,
952,12275,0.61,9.72,2.44,-0.09,0,0,33.25,0.00005,5E-05,0,0.00005,0,0,0.01,0.010284024,0.240124501,0.09,0,0,1,1,0,
953,12479,0.65,9.7,2.42,-0.1,0,-0.01,33.25,0.0002,0.0001,0.0001,0.00005,0,0.00005,0.010498756,0.021696481,0.21842802,0.100498756,0,0,1,1,0,
954,12683,0.6,9.73,2.42,-0.08,0,0.01,33.24,0.00025,0.00015,0,0.0001,0,0.0001,0.019876179,0.02593856,0.24436658,0.080622577,0,0,1,1,0,
955,12887,0.68,9.7,2.4,-0.1,0,-0.01,33.25,0.0004,0.00015,0.0001,0.0001,0,0.0001,0.019876179,0.028758761,0.21560782,0.100498756,1,0,1,1,0,
956,13091,0.71,9.68,2.38,-0.1,0,-0.01,33.26,0.00015,1E-04,0.0001,0,0,0,0,0.022064904,0.193542915,0.100498756,0,0,1,1,0,
957,13295,0.68,9.69,2.41,-0.1,0,-0.01,33.25,0.00015,5E-05,0.00015,0,0,0,0,0.014783618,0.208326533,0.100498756,0,0,1,1,0,
958,13499,0.68,9.7,2.42,-0.1,0,-0.01,33.25,0,5E-05,5E-05,0,0,0,0,0.012092619,0.220419153,0.100498756,0,0,1,1,0,
959,13703,0.68,9.67,2.37,-0.09,0,-0.04,33.26,0,0.00015,0.00025,0.00005,0,0.00015,0.002010178,0.041030394,0.179388759,0.098488578,0,0,1,1,0,
960,13907,0.71,9.67,2.42,-0.11,0,-0.02,33.24,0.00015,0,0.00025,0.0001,0,0.0001,0.013314821,0.014079108,0.193467867,0.111803399,0,0,1,1,0,
961,14111,0.55,9.74,2.42,-0.1,0,0.02,33.26,0.0008,0.00035,0,0.00005,0,0.0002,0.009823009,0.057726092,0.251193959,0.10198039,1,0,1,1,0,
962,14315,0.59,9.74,2.4,-0.06,0,-0.01,33.27,0.0002,0,0.0001,0.0002,0,0.00015,0.041152765,0.002527381,0.248666578,0.060827625,0,0,1,1,0,
963,14519,0.73,9.69,2.34,-0.09,0,0,33.26,0.0007,0.00025,0.0003,0.00015,0,0.00005,0.029172375,0.053437716,0.195228862,0.09,1,0,1,1,0,
964,14723,0.7,9.7,2.33,-0.1,0,-0.01,33.26,0.00015,5E-05,5E-05,0.00005,0,0.00005,0.010498756,0.005216128,0.20044499,0.100498756,0,0,1,1,0,
965,14927,0.71,9.7,2.35,-0.11,0,-0.01,33.27,0.00005,0,0.0001,0.00005,0,0,0.009954854,0.005383311,0.205828302,0.11045361,0,0,1,1,0,
966,15131,0.64,9.72,2.32,-0.12,0,-0.02,33.26,0.00035,0.0001,0.00015,0.00005,0,0.00005,0.01120164,0.007682571,0.213510873,0.121655251,1,0,1,1,0,
967,15335,0.67,9.7,2.35,-0.06,0,-0.01,33.26,0.00015,0.0001,0.00015,0.0003,0,0.00005,0.060827625,0.010441344,0.203069529,0.060827625,0,0,1,1,0,
968,15539,0.67,9.73,2.35,-0.1,0,-0.01,33.26,0,0.00015,0,0.0002,0,0,0.039671131,0.029093747,0.232163276,0.100498756,0,0,1,1,0,
969,15743,0.67,9.71,2.26,-0.09,0,-0.02,33.26,0,1E-04,0.00045,0.00005,0,0.00005,0.008303312,0.040136455,0.192026821,0.092195445,1,0,1,1,0,
970,15947,0.68,9.7,2.3,-0.08,0,0,33.26,0.00005,5E-05,0.0002,0.00005,0,0.0001,0.012195445,9.00714E-05,0.192116893,0.08,0,0,1,1,0,
971,16151,0.67,9.73,2.27,-0.09,0,0,33.26,0.00005,0.00015,0.00015,0.00005,0,0,0.01,0.021608688,0.21372558,0.09,0,0,1,1,0,
972,16355,0.73,9.72,2.27,-0.12,0,-0.04,33.27,0.0003,5E-05,0,0.00015,0,0.0002,0.036491106,0.005518948,0.208206633,0.126491106,0,0,1,1,0,
973,16559,0.7,9.71,2.27,-0.1,0,-0.02,33.27,0.00015,5E-05,0,0.0001,0,0.0001,0.024510716,0.011857299,0.196349334,0.10198039,0,0,1,1,0,
974,16763,0.74,9.71,2.26,-0.08,-0.01,0.02,33.27,0.0002,0,5E-05,0.0001,0.00005,0.0002,0.018914152,0.000615206,0.196964539,0.083066239,0,0,1,1,0,
975,16967,0.7,9.74,2.29,-0.09,0,-0.02,33.27,0.0002,0.00015,0.00015,0.00005,0.00005,0.0002,0.009129206,0.033075341,0.23003988,0.092195445,0,0,1,1,0,
976,17171,0.69,9.74,2.29,-0.11,0,-0.02,33.27,0.00005,0,0,0.0001,0,0,0.019607954,0.000692942,0.229346938,0.111803399,0,0,1,0,0,
977,17375,0.7,9.73,2.28,-0.1,0,-0.02,33.27,0.00005,5E-05,5E-05,0.00005,0,0,0.009823009,0.011298226,0.218048712,0.10198039,0,0,1,0,0,
978,17579,0.71,9.72,2.26,-0.09,0,-0.01,33.27,0.00005,5E-05,0.0001,0.00005,0,0.00005,0.011426539,0.013544726,0.204503986,0.090553851,0,0,1,0,0,
979,17783,0.71,9.72,2.25,-0.1,0,-0.01,33.27,0,0,5E-05,0.00005,0,0,0.009944905,0.002254239,0.202249747,0.100498756,0,0,1,0,0,
980,17987,0.72,9.72,2.27,-0.1,0,-0.01,33.28,0.00005,0,0.0001,0,0,0,0,0.005232454,0.207482201,0.100498756,0,0,1,0,0,
981,18191,0.71,9.7,2.27,-0.11,0,-0.01,33.28,0.00005,0.0001,0,0.00005,0,0,0.009954854,0.020140212,0.187341989,0.11045361,0,0,1,0,0,
982,18395,0.73,9.72,2.28,-0.09,0,-0.01,33.28,0.0001,0.0001,5E-05,0.0001,0,0,0.019899759,0.02313752,0.210479509,0.090553851,0,0,1,0,0,
983,18599,0.73,9.71,2.28,-0.1,0,-0.01,33.28,0,5E-05,0,0.00005,0,0,0.009944905,0.009709539,0.20076997,0.100498756,0,0,1,0,0,
984,18803,0.72,9.73,2.27,-0.09,0,-0.02,33.27,0.00005,1E-04,5E-05,0.00005,0,0.00005,0.008303312,0.016425246,0.217195216,0.092195445,0,0,1,0,0,
985,19007,0.74,9.72,2.28,-0.11,0,-0.02,33.28,0.0001,5E-05,5E-05,0.0001,0,0,0.019607954,0.005981504,0.211213713,0.111803399,0,0,1,0,0,
986,19211,0.75,9.73,2.26,-0.1,0,-0.02,33.28,0.00005,5E-05,0.0001,0.00005,0,0,0.009823009,0.005921606,0.217135319,0.10198039,0,0,1,0,0,
987,19415,0.73,9.73,2.28,-0.09,0,-0.01,33.28,0.0001,0,0.0001,0.00005,0,0.00005,0.011426539,0.0030543,0.220189619,0.090553851,0,0,0,0,0,
988,19619,0.74,9.73,2.28,-0.1,0,-0.01,33.28,0.00005,0,0,0.00005,0,0,0.009944905,0.000733492,0.220923111,0.100498756,0,0,0,0,0,
989,19823,0.75,9.72,2.27,-0.1,0,-0.01,33.29,0.00005,5E-05,5E-05,0,0,0,0,0.011237801,0.20968531,0.100498756,0,0,0,0,0,
990,20027,0.75,9.72,2.25,-0.09,0,0,33.27,0,0,0.0001,0.00005,0,0.00005,0.010498756,0.004516645,0.205168664,0.09,0,0,0,0,0,
991,20231,0.75,9.73,2.24,-0.09,0,-0.01,33.28,0,5E-05,5E-05,0,0,0.00005,0.000553851,0.007473345,0.212642009,0.090553851,0,0,0,0,0,
992,20435,0.77,9.73,2.26,-0.09,0,0,33.29,0.0001,0,1E-04,0,0,0.00005,0.000553851,0.006010595,0.218652604,0.09,0,0,0,0,0,
993,20639,0.76,9.73,2.26,-0.1,0,-0.01,33.29,0.00005,0,0,0.00005,0,0.00005,0.010498756,0.000763605,0.217888999,0.100498756,0,0,0,0,0,
994,20843,0.76,9.73,2.25,-0.09,0,-0.01,33.3,0,0,5E-05,0.00005,0,0,0.009944905,0.002251226,0.215637773,0.090553851,0,0,0,0,0,
995,21047,0.76,9.71,2.25,-0.1,0,-0.01,33.29,0,1E-04,0,0.00005,0,0,0.009944905,0.019428491,0.196209282,0.100498756,0,0,0,0,0,
996,21251,0.75,9.73,2.26,-0.1,0,-0.02,33.29,0.00005,1E-04,5E-05,0,0,0.00005,0.001481634,0.020926038,0.217135319,0.10198039,0,0,0,0,0,
997,21455,0.75,9.74,2.25,-0.1,0,-0.01,33.28,0,5E-05,5E-05,0,0,0.00005,0.001481634,0.007464424,0.224599743,0.100498756,0,0,0,0,0,
998,21659,0.73,9.73,2.24,-0.09,0,-0.01,33.29,0.0001,5E-05,5E-05,0.00005,0,0,0.009944905,0.013435974,0.211163769,0.090553851,0,0,0,0,0,
999,21863,0.75,9.73,2.23,-0.1,0,-0.01,33.29,0.0001,0,5E-05,0.00005,0,0,0.009944905,0.000754186,0.210409582,0.100498756,0,0,0,0,0,
1000,24311,0.77,9.73,2.24,-0.1,0,-0.01,33.29,0.0001,0,5E-05,0,0,0,0,0.003750393,0.214159975,0.100498756,0,0,0,0,0,
1001,24515,0.8,9.72,2.23,-0.09,0,-0.01,33.3,0.00015,5E-05,5E-05,0.00005,0,0,0.009944905,0.009596016,0.204563959,0.090553851,0,0,0,0,0,
1002,24719,0.78,9.71,2.23,-0.1,0,-0.02,33.3,0.0001,5E-05,0,0.00005,0,0.00005,0.011426539,0.011296225,0.193267734,0.10198039,0,0,0,0,0,
1003,24923,0.79,9.73,2.24,-0.09,0,-0.01,33.29,0.00005,1E-04,5E-05,0.00005,0,0.00005,0.011426539,0.022449914,0.215717648,0.090553851,0,0,0,0,0,
1004,25127,0.78,9.72,2.24,-0.1,0,-0.01,33.29,0.00005,5E-05,0,0.00005,0,0,0.009944905,0.010499009,0.205218638,0.100498756,0,0,0,0,0,
1005,26555,0.78,9.72,2.23,-0.1,0,-0.01,33.29,0,0,5E-05,0,0,0,0,0.002234084,0.202984555,0.100498756,0,0,0,0,0,
1006,26759,0.79,9.73,2.25,-0.1,0,-0.02,33.29,0.00005,5E-05,0.0001,0,0,0.00005,0.001481634,0.014974319,0.217958874,0.10198039,0,0,0,0,0,
1007,26963,0.77,9.73,2.23,-0.09,0,-0.01,33.29,0.0001,0,0.0001,0.00005,0,0.00005,0.011426539,0.006030988,0.211927886,0.090553851,0,0,0,0,0,
1008,27167,0.76,9.74,2.24,-0.1,0,-0.01,33.29,0.00005,5E-05,5E-05,0.00005,0,0,0.009944905,0.011185403,0.223113289,0.100498756,0,0,0,0,0,
1009,27371,0.79,9.71,2.21,-0.1,0,-0.01,33.3,0.00015,0.00015,0.00015,0,0,0,0,0.033503687,0.189609602,0.100498756,0,0,0,0,0,
1010,27575,0.79,9.72,2.25,-0.09,0,0,33.29,0,5E-05,0.0002,0.00005,0,0.00005,0.010498756,0.018636998,0.2082466,0.09,0,0,0,0,0,
1011,27779,0.82,9.71,2.2,-0.09,0,0,33.3,0.00015,5E-05,0.00025,0,0,0,0,0.018426781,0.189819818,0.09,0,0,0,0,0,
1012,27983,0.8,9.73,2.22,-0.1,0,-0.02,33.3,1E-04,1E-04,0.0001,0.00005,0,0.0001,0.01198039,0.022237912,0.212057731,0.10198039,0,0,0,0,0,
1013,28187,0.81,9.72,2.2,-0.09,0,0,33.3,0.00005,5E-05,0.0001,0.00005,0,0.0001,0.01198039,0.013332812,0.198724919,0.09,0,0,0,0,0,
1014,28391,0.83,9.72,2.2,-0.08,0,0,33.29,1E-04,0,0,0.00005,0,0,0.01,0.001640075,0.200364993,0.08,0,0,0,0,0,
1015,28595,0.82,9.74,2.2,-0.1,0,-0.01,33.29,0.00005,1E-04,0,0.0001,0,0.00005,0.020498756,0.018616991,0.218981984,0.100498756,0,0,0,0,0,
1016,28799,0.82,9.73,2.18,-0.1,0,-0.01,33.29,0,5E-05,0.0001,0,0,0,0,0.014098177,0.204883807,0.100498756,0,0,0,0,0,
1017,29003,0.8,9.74,2.21,-0.1,0,-0.01,33.29,1E-04,5E-05,0.00015,0,0,0,0,0.014682051,0.219565859,0.100498756,0,0,0,0,0,
1018,29207,0.82,9.73,2.18,-0.09,0,0,33.29,1E-04,5E-05,0.00015,0.00005,0,0.00005,0.010498756,0.014682051,0.204883807,0.09,0,0,0,0,0,
1019,29411,0.79,9.75,2.22,-0.1,0,-0.01,33.29,0.00015,1E-04,0.0002,0.00005,0,0.00005,0.010498756,0.025819059,0.230702867,0.100498756,0,0,0,0,0,
1020,29615,0.84,9.72,2.19,-0.1,0,-0.01,33.3,0.00025,0.00015,0.00015,0,0,0,0,0.031697916,0.19900495,0.100498756,0,0,0,0,0,
1021,29819,0.8,9.74,2.21,-0.1,0,-0.02,33.3,0.0002,1E-04,0.0001,0,0,0.00005,0.001481634,0.020560908,0.219565859,0.10198039,0,0,0,0,0,
1022,30023,0.85,9.72,2.21,-0.1,0,-0.01,33.3,0.00025,1E-04,0,0,0,0.00005,0.001481634,0.015316762,0.204249097,0.100498756,0,0,0,0,0,
1023,30227,0.84,9.72,2.2,-0.1,0,-0.01,33.3,0.00005,0,5E-05,0,0,0,0,0.003049169,0.201199928,0.100498756,0,0,0,0,0,
1024,30431,0.83,9.73,2.19,-0.1,0,-0.01,33.3,0.00005,5E-05,5E-05,0,0,0,0,0.006691958,0.207891886,0.100498756,0,0,0,0,0,
1025,30635,0.82,9.74,2.17,-0.09,0,-0.01,33.3,0.00005,5E-05,0.0001,0.00005,0,0,0.009944905,0.00454538,0.212437266,0.090553851,0,0,0,0,0,
1026,30839,0.84,9.73,2.2,-0.09,0,-0.01,33.29,0.0001,5E-05,0.00015,0,0,0,0,0.001518227,0.210919039,0.090553851,0,0,0,0,0,
1027,31043,0.86,9.74,2.15,-0.1,0,0.02,33.29,0.0001,5E-05,0.00025,0.00005,0,0.00015,0.011426539,0.000559374,0.211478412,0.10198039,0,0,0,0,0,
1028,31247,0.84,9.75,2.16,-0.09,0,0.01,33.31,0.0001,5E-05,5E-05,0.00005,0,0.00005,0.011426539,0.010183127,0.221661539,0.090553851,0,0,0,0,0,
1029,31451,0.91,9.71,2.15,-0.13,0,-0.03,33.29,0.00035,0.0002,5E-05,0.0002,0,0.0002,0.042862789,0.034935349,0.18672619,0.133416641,1,0,0,0,0,
1030,31655,0.83,9.71,2.34,-0.11,0,-0.01,33.3,0.0004,0,0.00095,0.0001,0,0.0001,0.02296303,0.035678711,0.222404901,0.11045361,1,0,0,0,0,
1031,31859,0.91,9.69,2.25,-0.07,-0.01,0.01,33.31,0.0004,0.0001,0.00045,0.0002,0.00005,0.0001,0.039039326,0.033075594,0.189329307,0.071414284,1,0,0,0,0,
1032,32063,0.95,9.69,2.19,-0.12,0,-0.05,33.3,0.0002,0,0.0003,0.00025,0.00005,0.0003,0.058585716,0.009614882,0.179714425,0.13,0,0,0,0,0,
1033,32267,0.88,9.74,2.21,-0.09,0,0,33.31,0.00035,0.00025,0.0001,0.00015,0,0.00025,0.04,0.046556068,0.226270493,0.09,1,0,0,0,0,
1034,32471,0.91,9.73,2.21,-0.1,0,-0.01,33.3,0.00015,5E-05,0,0.00005,0,0.00005,0.010498756,0.007033995,0.219236498,0.100498756,0,0,0,0,0,
1035,32675,0.89,9.72,2.24,-0.1,0,-0.03,33.3,0.0001,5E-05,0.00015,0,0,0.0001,0.003904309,0.004841858,0.21439464,0.104403065,0,0,0,0,0,
1036,32879,0.85,9.73,2.21,-0.09,0,-0.01,33.31,0.0002,5E-05,0.00015,0.00005,0,0.0001,0.013849214,0.000429391,0.213965249,0.090553851,0,0,0,0,0,
1037,33083,0.91,9.73,2.17,-0.1,0,-0.02,33.31,0.0003,0,0.0002,0.00005,0,0.00005,0.011426539,0.00347575,0.210489499,0.10198039,0,0,0,0,0,
1038,33287,0.93,9.72,2.18,-0.09,0,0.02,33.31,0.0001,5E-05,5E-05,0.00005,0,0.0002,0.009784946,0.005705643,0.204783856,0.092195445,0,0,0,0,0,
1039,33491,0.86,9.73,2.21,-0.13,0,-0.01,33.31,0.00035,5E-05,0.00015,0.0002,0,0.00015,0.038188604,0.010035164,0.21481902,0.130384048,1,0,0,0,0,
1040,33695,0.94,9.68,2.25,-0.05,0,0.01,33.31,0.0004,0.00025,0.0002,0.0004,0,0.0001,0.079393853,0.032409491,0.182409529,0.050990195,1,1,0,0,0,
1041,33899,0.95,9.72,2.21,-0.09,0,-0.02,33.31,0.00005,0.0002,0.0002,0.0002,0,0.00015,0.041205249,0.030831705,0.213241233,0.092195445,0,0,0,0,0,
1042,34103,0.87,9.73,2.22,-0.11,0,-0.03,33.31,0.0004,5E-05,5E-05,0.0001,0,0.00005,0.021822098,0.004652757,0.21789399,0.114017543,1,0,0,0,0,
1043,34307,0.92,9.7,2.22,-0.1,0,-0.02,33.31,0.00025,0.00015,0,0.00005,0,0.00005,0.012037152,0.024656277,0.193237714,0.10198039,0,0,0,0,0,
1044,34511,0.86,9.73,2.26,-0.09,0,-0.01,33.3,0.0003,0.00015,0.0002,0.00005,0,0.00005,0.011426539,0.032733561,0.225971275,0.090553851,0,0,0,0,0,
1045,34715,0.84,9.76,2.19,-0.08,0,0,33.31,0.0001,0.00015,0.00035,0.00005,0,0.00005,0.010553851,0.011921931,0.237893205,0.08,1,0,0,0,0,
1046,34919,0.9,9.72,2.18,-0.11,0,-0.03,33.3,0.0003,0.0002,5E-05,0.00015,0,0.00015,0.034017543,0.035853413,0.202039792,0.114017543,0,0,0,0,0,
1047,35123,0.9,9.7,2.2,-0.11,0,-0.03,33.31,0,0.0001,0.0001,0,0,0,0,0.015048253,0.186991539,0.114017543,0,0,0,0,0,
1048,35327,0.85,9.73,2.26,-0.1,0,0.01,33.31,0.00025,0.00015,0.0003,0.00005,0,0.0002,0.013518786,0.038126914,0.225118453,0.100498756,0,0,0,0,0,
1049,35531,0.85,9.73,2.24,-0.08,0,0,33.32,0,0,1E-04,0.0001,0,0.00005,0.020498756,0.00448973,0.220628723,0.08,0,0,0,0,0,
1050,35735,0.89,9.71,2.22,-0.09,0,-0.01,33.32,0.0002,1E-04,0.0001,0.00005,0,0.00005,0.010553851,0.020398725,0.200229997,0.090553851,0,0,0,0,0,
1051,35939,0.85,9.73,2.22,-0.1,0,-0.02,33.32,0.0002,1E-04,0,0.00005,0,0.00005,0.011426539,0.015946918,0.216176915,0.10198039,0,0,0,0,0,
1052,36143,0.85,9.73,2.23,-0.09,0,-0.01,33.32,0,0,5E-05,0.00005,0,0.00005,0.011426539,0.00222116,0.218398076,0.090553851,0,0,0,0,0,
1053,36347,0.85,9.73,2.21,-0.1,0,-0.01,33.31,0,0,0.0001,0.00005,0,0,0.009944905,0.004432827,0.213965249,0.100498756,0,0,0,0,0,
1054,36551,0.83,9.73,2.18,-0.09,0,-0.01,33.32,0.0001,0,0.00015,0.00005,0,0,0.009944905,0.008256878,0.205708371,0.090553851,0,0,0,0,0,
1055,36755,0.83,9.75,2.18,-0.1,0,-0.01,33.32,0,1E-04,0,0.00005,0,0,0.009944905,0.019449982,0.225158353,0.100498756,0,0,0,0,0,
1056,36959,0.89,9.72,2.18,-0.1,0,-0.01,33.32,0.0003,0.00015,0,0,0,0,0,0.024013418,0.201144934,0.100498756,0,0,0,0,0,
1057,37163,0.88,9.71,2.19,-0.1,0,-0.02,33.32,0.00005,5E-05,5E-05,0,0,0.00005,0.001481634,0.008417579,0.192727355,0.10198039,0,0,0,0,0,
1058,37367,0.83,9.74,2.2,-0.1,0,-0.01,33.32,0.00025,0.00015,5E-05,0,0,0.00005,0.001481634,0.027078032,0.219805387,0.100498756,0,0,0,0,0,
1059,37571,0.85,9.73,2.17,-0.1,0,-0.01,33.33,0.0001,5E-05,0.00015,0,0,0,0,0.014591746,0.205213641,0.100498756,0,0,0,0,0,
1060,37775,0.86,9.72,2.18,-0.09,0,-0.01,33.32,0.00005,5E-05,5E-05,0.00005,0,0,0.009944905,0.00669375,0.19851989,0.090553851,0,0,0,0,0,
1061,37979,0.86,9.73,2.17,-0.1,0,-0.01,33.33,0,5E-05,5E-05,0.00005,0,0,0.009944905,0.007548268,0.206068159,0.100498756,0,0,0,0,0,
1062,38183,0.82,9.74,2.19,-0.11,0,-0.02,33.33,0.0002,5E-05,0.0001,0.00005,0,0.00005,0.011304643,0.010722744,0.216790903,0.111803399,0,0,0,0,0,
1063,38387,0.85,9.72,2.21,-0.11,0,-0.01,33.32,0.00015,1E-04,0.0001,0,0,0.00005,0.001349789,0.012541806,0.204249097,0.11045361,0,0,0,0,0,
1064,38591,0.82,9.74,2.21,-0.09,0,-0.02,33.32,0.00015,1E-04,0,0.0001,0,0.00005,0.018258166,0.016933468,0.221182565,0.092195445,0,0,0,0,0,
1065,38795,0.85,9.73,2.2,-0.09,0,-0.01,33.32,0.00015,5E-05,5E-05,0,0,0.00005,0.001641593,0.009419483,0.211763081,0.090553851,0,0,0,0,0,
1066,38999,0.84,9.73,2.18,-0.09,0,-0.01,33.32,0.00005,0,0.0001,0,0,0,0,0.005220222,0.20654286,0.090553851,0,0,0,0,0,
1067,39203,0.84,9.73,2.19,-0.1,0,-0.01,33.32,0,0,5E-05,0.00005,0,0,0.009944905,0.002183333,0.208726193,0.100498756,0,0,0,0,0,
